repo_key,eligible_1_10,eligible_2_10,repo,datasets,tasks_all,date_min,date_max,licence_dataset,provisional_sha,fetch_seconds,measure_seconds,files_total,py_files,nontest_py_files,test_py_files,code_lines_nontest_nonvendor,py_lines_nontest_nonvendor,python_share,vendored_code_lines,generated_code_lines,generated_or_vendored_share,ipynb_files,packaging_files,packaging_paths,licence_files,count_errors,pygount_generated_files,pygount_binary_files,checkout_mb,fork,archived,licence_spdx,description,parent,stargazers_count,topics,measured,R2_python_share,R3_min_files,R5_licence,X_fork,X_notebooks,X_generated_vendored,flag_monorepo_check,passes_R2_R3_R5_X,python_share_b,nontest_py_files_b,passes_variant_b
tefra/xsdata,27,9,tefra/xsdata,swerebench_filtered,27,2021-01-30 19:34:17+00:00,2025-03-23 07:36:48+00:00,MIT License,2b96e1d6c02684e8a866708b36635c44b2944a61,2.6,1.3,447.0,336.0,127.0,209.0,11919.0,11919.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,1.9,False,False,MIT,Naive XML & JSON Bindings for python,,451.0,"['binding', 'code-generator', 'dataclass', 'parser', 'python', 'python-library', 'schema', 'serializer', 'soap', 'wsdl', 'xml', 'xsd']",True,True,True,True,False,False,False,False,True,1.0,127.0,True
terrapower/armi,12,6,terrapower/armi,swerebench_filtered,13,2020-07-28 21:36:47+00:00,2025-01-31 00:28:24+00:00,Apache License 2.0,7b6693f1460d1c0d8d0a8e40edd22a07967bc6f8,3.4,2.5,666.0,479.0,300.0,179.0,43706.0,43686.0,0.9995,0.0,0.0,0.0,4.0,1.0,pyproject.toml,LICENSE.md,0.0,0.0,0.0,13.1,False,False,Apache-2.0,An open-source nuclear reactor analysis automation framework that helps design teams increase efficiency and quality,,273.0,"['clean-energy', 'nuclear', 'nuclear-reactor']",True,True,True,True,False,False,False,False,True,0.9995,300.0,True
textualize/textual,58,16,Textualize/textual,swebench_live_full;swerebench_filtered,58,2022-04-28 09:27:13+00:00,2025-06-13 15:44:41+00:00,MIT License,3483d81fbed1f395d00b636b5043b0e9e80ca853,5.4,3.5,2047.0,959.0,557.0,402.0,46413.0,46228.0,0.996,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,51.0,False,False,MIT,The lean application framework for Python.  Build sophisticated user interfaces with a simple Python API. Run your apps in the terminal and a web browser.,,37300.0,"['cli', 'framework', 'python', 'rich', 'terminal', 'tui']",True,True,True,True,False,False,False,False,True,0.9969,557.0,True
tobymao/sqlglot,291,172,tobymao/sqlglot,swerebench_filtered,294,2021-07-27 20:24:39+00:00,2025-04-25 21:31:36+00:00,MIT License,06db2350a1c625cc30212912a73267127fc4f3ea,10.3,5.0,318.0,126.0,78.0,48.0,33507.0,32650.0,0.9744,0.0,0.0,0.0,0.0,3.0,pyproject.toml;setup.py;sqlglotrs/pyproject.toml,LICENSE,0.0,0.0,0.0,90.4,False,False,MIT,Python SQL Parser and Transpiler,,9628.0,"['bigquery', 'clickhouse', 'databricks', 'duckdb', 'hive', 'mysql', 'optimizer', 'parser', 'postgres', 'presto', 'python', 'redshift', 'snowflake', 'spark', 'sql', 'sqlite', 'sqlparser', 'transpiler', 'trino', 'tsql']",True,True,True,True,False,False,False,False,True,0.9744,78.0,True
tornadoweb/tornado,21,13,tornadoweb/tornado,swerebench_filtered,21,2017-01-27 00:17:20+00:00,2023-08-23 01:35:38+00:00,Apache License 2.0,d33bd7d7de020dfebeb847311a49edb481991d76,2.4,2.6,309.0,108.0,72.0,36.0,13511.0,13218.0,0.9783,0.0,0.0,0.0,0.0,4.0,maint/test/cython/setup.py;maint/test/mypy/setup.py;pyproject.toml;setup.py,LICENSE,0.0,0.0,0.0,2.0,False,False,Apache-2.0,"Tornado is a Python web framework and asynchronous networking library, originally developed at FriendFeed.",,22179.0,"['asynchronous', 'python']",True,True,True,True,False,False,False,False,True,0.9837,59.0,True
tox-dev/tox,66,23,tox-dev/tox,swebench_live_full;swerebench_filtered,67,2017-05-18 17:01:57+00:00,2025-06-01 20:23:04+00:00,MIT License,7ed917be1c3ec063210d3d09d69d2950e408bd16,2.2,1.2,274.0,225.0,115.0,110.0,9176.0,9176.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,1.3,False,False,MIT,Command line driven CI frontend and development task automation tool.,,3935.0,"['actions', 'automation', 'cli', 'continuous-integration', 'python', 'testing', 'venv', 'virtualenv']",True,True,True,True,False,False,False,False,True,1.0,115.0,True
twisted/towncrier,16,5,twisted/towncrier,swerebench_filtered,16,2019-11-12 15:23:25+00:00,2025-02-20 08:59:00+00:00,MIT License,cd0d2df75d3fe8d6d8795a52e7fd115c43cf6f0c,1.9,0.5,73.0,28.0,19.0,9.0,1282.0,1282.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,0.3,False,False,MIT,Manage the release notes for your project.,,922.0,"['newsfile', 'project-management', 'python', 'release-automation', 'release-notes']",True,True,False,True,False,False,False,False,False,1.0,17.0,False
twisted/twisted,13,5,twisted/twisted,swerebench_filtered,13,2022-09-24 21:04:11+00:00,2024-11-18 02:15:21+00:00,MIT License,7ac990f8d59699221633269c9e13b47dfbbab8a3,3.6,4.7,1448.0,1103.0,769.0,334.0,81207.0,81203.0,1.0,0.0,0.0,0.0,0.0,2.0,docs/core/examples/threadedselect/Cocoa/SimpleWebClient/setup.py;pyproject.toml,LICENSE,0.0,4.0,0.0,15.0,False,False,NOASSERTION,Event-driven networking engine written in Python.,,5986.0,"['async', 'async-python', 'dns', 'event-driven', 'http', 'imap', 'irc', 'network', 'python', 'smtp', 'ssl', 'tls', 'twisted', 'xmpp']",True,True,True,True,False,False,False,False,True,0.9999,668.0,True
ucfopen/canvasapi,23,5,ucfopen/canvasapi,swerebench_filtered,23,2017-08-10 17:48:25+00:00,2021-09-01 05:45:53+00:00,MIT License,fef329b92c06d9ed58e4744f65b8acf605f31207,2.3,1.2,295.0,145.0,75.0,70.0,5824.0,5808.0,0.9973,0.0,0.0,0.0,0.0,1.0,setup.py,LICENSE,0.0,1.0,0.0,1.5,False,False,MIT,"Python API wrapper for Instructure's Canvas LMS. Easily manage courses, users, gradebooks, and more.",,678.0,"['api', 'canvas', 'canvas-lms', 'education', 'hacktoberfest', 'instructure', 'python', 'wrapper']",True,True,True,True,False,False,False,False,True,0.9973,75.0,True
urllib3/urllib3,15,2,urllib3/urllib3,swebench_live_full;swerebench_filtered,15,2022-11-17 00:41:43+00:00,2025-04-26 13:14:12+00:00,MIT License,9996e0fbf90b77083ad3c73737a6c6395703faa9,2.3,1.6,157.0,81.0,49.0,32.0,7826.0,7741.0,0.9891,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE.txt,0.0,0.0,0.0,1.6,False,False,MIT,urllib3 is a user-friendly HTTP client library for Python,,4061.0,"['http', 'http-client', 'python', 'urllib3']",True,True,False,True,False,False,False,False,False,0.9888,43.0,False
vertexproject/synapse,12,3,vertexproject/synapse,swerebench_filtered,12,2017-07-03 14:51:10+00:00,2024-10-02 18:21:30+00:00,Apache License 2.0,b5cc3206b4a0620ccbf75d560f93855f202e14ad,3.8,4.4,761.0,460.0,240.0,194.0,61107.0,60800.0,0.995,2251.0,0.0,0.0355,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,25.1,False,False,Apache-2.0,Synapse Central Intelligence System,,450.0,[],True,True,True,True,False,False,False,False,True,0.995,240.0,True
wemake-services/wemake-python-styleguide,36,15,wemake-services/wemake-python-styleguide,swebench_live_full;swerebench_filtered,37,2020-10-06 16:56:15+00:00,2025-04-09 09:25:38+00:00,MIT License,2409cae2815b85de371c70d1df854156344c3c39,4.0,1.0,474.0,395.0,157.0,238.0,8169.0,8121.0,0.9941,0.0,0.0,0.0,1.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.9,False,False,MIT,The strictest and most opinionated python linter ever!,,2908.0,"['code-quality', 'flake8', 'flake8-plugin', 'hacktoberfest', 'linter', 'python', 'python3', 'styleguide', 'wemake', 'wemake-services']",True,True,True,True,False,False,False,False,True,0.9941,157.0,True
xknx/xknx,12,5,XKNX/xknx,swerebench_filtered,12,2019-02-21 15:51:26+00:00,2025-02-18 20:35:56+00:00,MIT License,12ad7c9c7e081d68a91005c8ea2e7f5aac6a7bde,2.7,2.8,405.0,333.0,202.0,131.0,23488.0,16330.0,0.6952,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,0.0,0.0,3.1,False,False,MIT,XKNX - A KNX library written in Python,,345.0,"['hacktoberfest', 'home-assistant', 'home-automation', 'knx', 'python']",True,False,True,True,False,False,False,False,False,0.6952,188.0,False
xonsh/xonsh,18,7,xonsh/xonsh,swerebench_filtered,18,2018-08-27 19:21:19+00:00,2024-10-02 01:26:27+00:00,BSD License,4fc7d59c95f10821712d70fc9904b1906ec7e381,4.6,3.1,469.0,239.0,160.0,79.0,33727.0,33419.0,0.9909,0.0,0.0,0.0,0.0,2.0,pyproject.toml;setup.py,license,0.0,1.0,0.0,17.8,False,False,NOASSERTION,"🐚 Python-powered shell. Full-featured, cross-platform and AI-friendly.",,9649.0,"['anthropic', 'claude', 'claude-code', 'cmux', 'data-engineering', 'data-scientists', 'devops', 'devsecops', 'hyper', 'iterm2', 'kitty', 'nix', 'nixos', 'python-automation', 'raspberry-pi', 'security-automation', 'vscode-extension', 'wezterm', 'xonsh']",True,True,True,True,False,False,False,False,True,0.9909,160.0,True
yt-dlp/yt-dlp,12,6,yt-dlp/yt-dlp,swebench_live_full;swerebench_filtered,15,2022-09-03 20:29:36+00:00,2025-03-25 19:04:43+00:00,The Unlicense,336b33e72fe0105a33c40c8e5afdff720e17afdb,3.1,8.7,1254.0,1173.0,1138.0,35.0,124866.0,124855.0,0.9999,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,11.3,False,False,Unlicense,A feature-rich command-line audio/video downloader,,192710.0,"['cli', 'downloader', 'python', 'sponsorblock', 'youtube-dl', 'youtube-downloader', 'yt-dlp']",True,True,True,True,False,False,False,False,True,0.9999,1124.0,True
yt-project/unyt,12,1,yt-project/unyt,swerebench_filtered,12,2022-10-31 11:04:23+00:00,2025-02-06 18:24:16+00:00,"BSD 3-Clause ""New"" or ""Revised"" License",09fb30062e927744f8305b673a21322a21b91034,3.1,1.4,87.0,37.0,25.0,12.0,5056.0,5056.0,1.0,0.0,0.0,0.0,0.0,1.0,pyproject.toml,LICENSE,0.0,1.0,0.0,2.1,False,False,BSD-3-Clause,"Handle, manipulate, and convert data with units in Python",,381.0,[],True,True,False,True,False,False,False,False,False,1.0,25.0,False
yukinarit/pyserde,10,7,yukinarit/pyserde,swerebench_filtered,10,2020-10-23 08:34:05+00:00,2024-12-05 22:29:53+00:00,MIT License,2ae010d56d88c9232ef2817b7c8dca985077cdcf,2.2,0.9,164.0,109.0,86.0,23.0,4776.0,4776.0,1.0,0.0,0.0,0.0,0.0,2.0,bench/pyproject.toml;pyproject.toml,LICENSE,0.0,0.0,0.0,0.7,False,False,MIT,"Yet another serialization library on top of dataclasses, inspired by serde-rs.",,851.0,"['dataclasses', 'json', 'msgpack', 'python', 'serde', 'serialization', 'toml', 'typing', 'yaml']",True,True,True,True,False,False,False,False,True,1.0,86.0,True
zarr-developers/zarr-python,42,17,zarr-developers/zarr-python,swerebench_filtered,42,2019-07-21 02:01:05+00:00,2025-04-24 14:50:30+00:00,MIT License,0351c4e524e60b849dbaca2c00fabee20e882f46,2.4,1.7,180.0,108.0,59.0,49.0,10926.0,10921.0,0.9995,0.0,0.0,0.0,10.0,1.0,pyproject.toml,LICENSE.txt,0.0,1.0,0.0,5.4,False,False,MIT,"An implementation of chunked, compressed, N-dimensional arrays for Python.",,2059.0,"['compressed', 'ndimensional-arrays', 'python', 'zarr']",True,True,True,True,False,False,False,False,True,0.9995,59.0,True
